,SPY_ret,SPY_logret,SPY_sq_ret,SPY_abs_ret,QQQ_ret,QQQ_logret,QQQ_sq_ret,QQQ_abs_ret,TLT_ret,TLT_logret,TLT_sq_ret,TLT_abs_ret,GLD_ret,GLD_logret,GLD_sq_ret,GLD_abs_ret,USO_ret,USO_logret,USO_sq_ret,USO_abs_ret
2006-01-18,-0.003974254746066941,-0.003982173083082209,1.5794700786635605e-05,0.003974254746066941,-0.011475586326472165,-0.01154193897940471,0.0001316890815363149,0.011475586326472165,-0.0003247766606502278,-0.00032482941201179594,1.0547987930311323e-07,0.0003247766606502278,-0.021534539682482756,-0.02176979137145157,0.0004637363993364245,0.021534539682482756,0.0,0.0,0.0,0.0
2006-01-19,0.003834169246379693,0.0038268375541316963,1.4700853809883822e-05,0.003834169246379693,0.007344844447549015,0.007318002431060529,5.394673995869159e-05,0.007344844447549015,-0.0029215647034832593,-0.0029258408042758866,8.535540316639224e-06,0.0029215647034832593,0.02811171567121673,0.02772383396043182,0.0007902685579793323,0.02811171567121673,0.0,0.0,0.0,0.0
2006-01-20,-0.01823758241042661,-0.018405937180710093,0.0003326094121771021,0.01823758241042661,-0.02986901396730457,-0.030324179454294685,0.0008921579953790355,0.02986901396730457,0.0026038147680662593,0.002600430715417703,6.779851346399948e-06,0.0026038147680662593,-0.007015639298038057,-0.007040364605841864,4.9219194760175914e-05,0.007015639298038057,0.0,0.0,0.0,0.0
2006-01-23,0.0035727758484691563,0.0035664086460553976,1.27647272634045e-05,0.0035727758484691563,0.00024248993298559007,0.0002424605370538394,5.880136759935597e-08,0.00024248993298559007,-0.0003250671000261107,-0.0003251199457884598,1.0566861951938547e-07,0.0003250671000261107,0.010326081285254363,0.010273131505108786,0.00010662795470968039,0.010326081285254363,0.0,0.0,0.0,0.0
2006-01-24,0.0010274920703556845,0.0010269645616880886,1.0557399546438109e-06,0.0010274920703556845,0.004362244754327005,0.004352757744445229,1.9029179296653473e-05,0.004362244754327005,-0.004871967862629223,-0.004883874586582742,2.373607085449196e-05,0.004871967862629223,-0.0007172478967010232,-0.0007175052420346415,5.144445453220416e-07,0.0007172478967010232,0.0,0.0,0.0,0.0
2006-01-25,0.0008695437643291282,0.0008691659301631177,7.561063580836704e-07,0.0008695437643291282,-0.004343298224431025,-0.004352757744445251,1.8864239466345693e-05,0.004343298224431025,-0.010880988920006995,-0.010940619836692499,0.00011839591987731499,0.010880988920006995,0.007356896658529122,0.007329966694290513,5.4123928444276955e-05,0.007356896658529122,0.0,0.0,0.0,0.0
2006-01-26,0.005526595457721273,0.005511379863590844,3.05432573533054e-05,0.005526595457721273,0.007029095635459726,0.007004506700806741,4.940818545243896e-05,0.007029095635459726,-0.00429145346881421,-0.004300688184958249,1.841657287499752e-05,0.00429145346881421,-0.004631249097967416,-0.004642006558574431,2.1448468207424002e-05,0.004631249097967416,0.0,0.0,0.0,0.0
2006-01-27,0.009264849813575005,0.009222194354408946,8.583744206810079e-05,0.009264849813575005,0.013477726538164925,0.013387709893057195,0.00018164911263755508,0.013477726538164925,0.0,0.0,0.0,0.0,-0.004473872498593212,-0.004483910215659325,2.001553513366867e-05,0.004473872498593212,0.0,0.0,0.0,0.0
2006-01-30,-0.0007780282942639882,-0.0007783311153564325,6.053280266753311e-07,0.0007780282942639882,0.0018998756614767576,0.001898073180344493,3.6095275290717472e-06,0.0018998756614767576,-0.0009942990664403295,-0.0009947937096664724,9.886306335241107e-07,0.0009942990664403295,0.01887469381449214,0.018698776919120332,0.00035625406659082776,0.01887469381449214,0.0,0.0,0.0,0.0
2006-01-31,-0.0073184338356090395,-0.0073453449510460745,5.355947380618724e-05,0.0073184338356090395,-0.004503383599886002,-0.004513554378575438,2.0280463847722204e-05,0.004503383599886002,0.0027657245619885362,0.0027619069831066774,7.64923235278668e-06,0.0027657245619885362,0.0003528662254055348,0.00035280398276080644,1.245145730319497e-07,0.0003528662254055348,0.0,0.0,0.0,0.0
2006-02-01,0.006980593071117536,0.0069563415260078905,4.8728679624534145e-05,0.006980593071117536,0.0035709047054228726,0.0035645441626460505,1.2751360415211212e-05,0.0035709047054228726,-0.0034204107042380416,-0.0034262736819429865,1.1699209385666176e-05,0.0034204107042380416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-02,-0.011605478295989347,-0.011673347473075992,0.00013468712647867978,0.011605478295989347,-0.017081918805108343,-0.017229497816324154,0.000291791950064314,0.017081918805108343,0.001888435449930892,0.0018866545973708806,3.5661884485556903e-06,0.001888435449930892,0.004938250009334899,0.004926096846573146,2.438631315469613e-05,0.004938250009334899,0.0,0.0,0.0,0.0
2006-02-03,-0.00496437209360967,-0.004976735523501686,2.464499028381046e-05,0.00496437209360967,-0.012310235489420895,-0.012386634075503248,0.0001515418978049977,0.012310235489420895,0.007094183194818804,0.007069137858259562,5.032743520164953e-05,0.007094183194818804,-0.008424000457924352,-0.008459682883606469,7.09637837151097e-05,0.008424000457924352,0.0,0.0,0.0,0.0
2006-02-06,0.0026135350529763457,0.0026101257092407213,6.83056547313607e-06,0.0026135350529763457,-0.00268737259135432,-0.0026909900595200537,7.221971444762434e-06,0.00268737259135432,0.001981522638390576,0.0019795620119971748,3.92643196645435e-06,0.001981522638390576,0.003893826915099652,0.0038862655930409257,1.5161888044754472e-05,0.003893826915099652,0.0,0.0,0.0,0.0
2006-02-07,-0.008846988332675387,-0.008886355291965575,7.826920255849442e-05,0.008846988332675387,-0.004410891035457554,-0.004420647716329101,1.945595972667981e-05,0.004410891035457554,-0.004724196075878262,-0.004735390360070333,2.231802856334357e-05,0.004724196075878262,-0.03737663436100602,-0.038093048941077325,0.0013970127961563362,0.03737663436100602,0.0,0.0,0.0,0.0
2006-02-08,0.009085161658216379,0.009044139849677803,8.254016235592497e-05,0.009085161658216379,0.011567638628477761,0.01150124501774775,0.00013381026343905087,0.011567638628477761,-0.0023170296449130934,-0.0023197181117418707,5.368626375406096e-06,0.0023170296449130934,0.004212515812479722,0.004203668006722571,1.7745289470391695e-05,0.004212515812479722,0.0,0.0,0.0,0.0
2006-02-09,-0.0016582743837761926,-0.0016596508426502665,2.7498739318883115e-06,0.0016582743837761926,-0.009488902964075674,-0.009534209437411147,9.003927946164412e-05,0.009488902964075674,0.004535225111261587,0.004524971966382273,2.0568266809817675e-05,0.004535225111261587,0.024621528889982258,0.02432330429712352,0.0006062196848802309,0.024621528889982258,0.0,0.0,0.0,0.0
2006-02-10,0.0018195903662789892,0.0018179369171580162,3.310909101055306e-06,0.0018195903662789892,0.006140903328097691,0.006122124820043551,3.7710693685041297e-05,0.006140903328097691,-0.005506217223870125,-0.005521432315364087,3.0318428116444022e-05,0.005506217223870125,-0.02474189003378091,-0.025053114848127972,0.0006121611224437071,0.02474189003378091,0.0,0.0,0.0,0.0
2006-02-13,-0.0018162854707339804,-0.0018179369171579677,3.298892911199357e-06,0.0018162854707339804,-0.011474661726252444,-0.011541003646119536,0.00013166786173192271,0.011474661726252444,0.00010978635575176199,0.00010978032967085764,1.2053043909252443e-08,0.00010978635575176199,-0.01952910525542595,-0.019722317881601545,0.0003813859520775054,0.01952910525542595,0.0,0.0,0.0,0.0
2006-02-14,0.010600243326923442,0.010544454650353667,0.00011236515858998496,0.010600243326923442,0.010126492054677527,0.010075562669433396,0.00010254584133344709,0.010126492054677527,-0.0035430463789977162,-0.003549337832824008,1.2553177643728828e-05,0.0035430463789977162,0.014333589729460527,0.014231835019739241,0.00020545179453249632,0.014333589729460527,0.0,0.0,0.0,0.0
2006-02-15,0.003522559969274308,0.0035163702863330714,1.2408428737133815e-05,0.003522559969274308,0.006355955345233033,0.006335841444769758,4.0398168350596364e-05,0.006355955345233033,0.002445411607025383,0.002442426453690123,5.9800379277744655e-06,0.002445411607025383,-0.013397014763206982,-0.013487564404801337,0.00017948000456558585,0.013397014763206982,0.0,0.0,0.0,0.0
2006-02-16,0.00748813309309182,0.007460236201682323,5.6072137219856864e-05,0.00748813309309182,0.009232272087135618,0.009189915164026412,8.523484789090346e-05,0.009232272087135618,0.00022116546198702736,0.00022114100851168238,4.891416157593524e-08,0.00022116546198702736,0.014136944939711071,0.01403795023117115,0.00019985321222842247,0.014136944939711071,0.0,0.0,0.0,0.0
2006-02-17,-0.0027098121592035174,-0.0027134903464730107,7.343081938167229e-06,0.0027098121592035174,-0.007943616262957809,-0.007975334867908463,6.310103933312778e-05,0.007943616262957809,0.007980150729268498,0.007948477718455272,6.368280566184455e-05,0.007980150729268498,0.008070407612154273,0.008038016031443143,6.513147902631765e-05,0.008070407612154273,0.0,0.0,0.0,0.0
2006-02-21,-0.002483764315392767,-0.0024868539750311953,6.1690851744185e-06,0.002483764315392767,-0.011162216993108043,-0.011224982038978043,0.00012459508820122995,0.011162216993108043,-0.0016496931200511433,-0.0016510553621400606,2.721487390344076e-06,0.0016496931200511433,0.002911205423533403,0.0029069760713780913,8.4751170180103e-06,0.002911205423533403,0.0,0.0,0.0,0.0
2006-02-22,0.006070131034688453,0.006051782005865681,3.684649077828791e-05,0.006070131034688453,0.01251499623360619,0.012437330983793665,0.00015662513072717713,0.01251499623360619,0.0068284415182282565,0.006805233302173925,4.662761356786342e-05,0.0068284415182282565,0.003991313950767461,0.0039833697886547965,1.593058705359096e-05,0.003991313950767461,0.0,0.0,0.0,0.0
2006-02-23,-0.0014697422613557665,-0.0014708233919652513,2.1601423148151623e-06,0.0014697422613557665,-0.002666092945437737,-0.00266965330080143,7.108051593712868e-06,0.002666092945437737,-0.0025154409337438954,-0.0025186099707552433,6.32744309115436e-06,0.0025154409337438954,-0.012649092175810561,-0.012729773023942181,0.00015999953287215195,0.012649092175810561,0.0,0.0,0.0,0.0
2006-02-24,0.002556381515516959,0.0025531195303602075,6.535086452876784e-06,0.002556381515516959,0.0026732199984171867,0.0026696533008014967,7.146105159937584e-06,0.0026732199984171867,-0.0015357568266717303,-0.0015369373099653888,2.358549030668823e-06,0.0015357568266717303,0.01830161074616421,0.018136151993469803,0.0003349489559041133,0.01830161074616421,0.0,0.0,0.0,0.0
2006-02-27,0.0003860983308394683,0.00038602381405884923,1.4907192107702354e-07,0.0003860983308394683,0.011148692690858164,0.011087004091204078,0.00012429334871519426,0.011148692690858164,-0.001647241229211005,-0.0016485994227644774,2.713403667212583e-06,0.001647241229211005,-0.007548493413956692,-0.007577127477402215,5.697975282054755e-05,0.007548493413956692,0.0,0.0,0.0,0.0
2006-02-28,-0.009500601152320876,-0.009546019761757884,9.026142225548075e-05,0.009500601152320876,-0.014860722356307754,-0.0149722491828534,0.00022084106895126508,0.014860722356307754,0.004951080215999992,0.004938863924314515,2.451319530526653e-05,0.004951080215999992,0.015392945587303197,0.015275676084631486,0.00023694277385367696,0.015392945587303197,0.0,0.0,0.0,0.0
2006-03-01,0.008890494745297017,0.008851206983609297,7.904089681615388e-05,0.008890494745297017,0.013625188985107117,0.013533200727363697,0.0001856457748798843,0.013625188985107117,-0.006042813188202212,-0.006061144871081456,3.651559122751058e-05,0.006042813188202212,0.0005350237107213385,0.0005348806365655907,2.862503710340305e-07,0.0005350237107213385,0.0,0.0,0.0,0.0
2006-03-02,-7.720916107734066e-05,-7.721214185804783e-05,5.961254554266736e-09,7.720916107734066e-05,0.0007200958097395294,0.0007198366651504198,5.185379752044284e-07,0.0007200958097395294,-0.006962417125407572,-0.006986767843917493,4.8475252228168635e-05,0.006962417125407572,0.011408257072251793,0.011343673633042218,0.00013014832942658306,0.011408257072251793,0.0,0.0,0.0,0.0
2006-03-03,-0.004638747888501382,-0.0046495402678395255,2.151798197307603e-05,0.004638747888501382,-0.0057567283188790785,-0.005773362147689042,3.3139920937384345e-05,0.0057567283188790785,-0.005787557011131095,-0.005804369820655602,3.349581615709269e-05,0.005787557011131095,-0.008107206301766645,-0.008140248406057734,6.57267940194048e-05,0.008107206301766645,0.0,0.0,0.0,0.0
2006-03-06,-0.004582100856267202,-0.004592630859064823,2.0995648257004623e-05,0.004582100856267202,-0.00868492851262681,-0.00872286229877531,7.542798326943814e-05,0.00868492851262681,-0.008732278301963103,-0.008770628061202027,7.625268434293562e-05,0.008732278301963103,-0.018656703266432983,-0.018832934931586665,0.0003480725767717312,0.018656703266432983,0.0,0.0,0.0,0.0
2006-03-07,-0.0015604617600615267,-0.0015616805485941148,2.4350409046143175e-06,0.0015604617600615267,-0.005840895663437817,-0.005858020409642617,3.41160621511667e-05,0.005840895663437817,0.0006780790003872994,0.0006778492086939964,4.5979113076623917e-07,0.0006780790003872994,-0.00506968643160588,-0.005082580890901775,2.570172051480876e-05,0.00506968643160588,0.0,0.0,0.0,0.0
2006-03-08,0.002109798608001867,0.0021075761083874443,4.451250166326616e-06,0.002109798608001867,0.0004890724247144096,0.0004889528677758478,2.391918366160318e-07,0.0004890724247144096,-0.0003383179001238412,-0.00033837514253573243,1.144590015442054e-07,0.0003383179001238412,-0.017834386326292417,-0.017995335485148433,0.00031806533563544595,0.017834386326292417,0.0,0.0,0.0,0.0
2006-03-09,-0.006706297624490487,-0.006728885884107116,4.497442782824675e-05,0.006706297624490487,-0.008563000474841709,-0.008599873610757923,7.332497713213933e-05,0.008563000474841709,0.0003384323978619097,0.00033837514253562244,1.1453648792256194e-07,0.0003384323978619097,0.00500278769050877,0.004990315328593799,2.502788467630607e-05,0.00500278769050877,0.0,0.0,0.0,0.0
2006-03-10,0.00949942967834061,0.00945459381600477,9.023916421373838e-05,0.00949942967834061,0.0009865517821163738,0.0009860654597355007,9.73284418796993e-07,0.0009865517821163738,-0.003724775969936145,-0.0037317302220074276,1.387395602621375e-05,0.003724775969936145,-0.007558994003034503,-0.007587707988952681,5.713839033791158e-05,0.007558994003034503,0.0,0.0,0.0,0.0
2006-03-13,0.001866679800129445,0.00186493971850497,3.4844934762113045e-06,0.001866679800129445,0.0029588311300801085,0.0029544624046776136,8.754681656331132e-06,0.0029588311300801085,-0.0007926340736874593,-0.0007929483741693337,6.282687747703767e-07,0.0007926340736874593,0.008916951995335376,0.00887743074453615,7.951203288711554e-05,0.008916951995335376,0.0,0.0,0.0,0.0
2006-03-14,0.010478397156590491,0.01042387926249897,0.00010979680697124368,0.010478397156590491,0.01696163296611619,0.016819390657756665,0.00028769699287723956,0.01696163296611619,0.006689166465462026,0.006666893262398639,4.474494800266174e-05,0.006689166465462026,0.01031113136500772,0.010258334271688237,0.00010631943002644595,0.01031113136500772,0.0,0.0,0.0,0.0
2006-03-15,0.0044553911239719746,0.004445495251372781,1.9850510067568255e-05,0.0044553911239719746,0.00846004448051274,0.008424458867258578,7.157235261225409e-05,0.00846004448051274,-0.005405183878667286,-0.005419844738676221,2.921601276220472e-05,0.005405183878667286,0.004556223890405997,0.004545875722809695,2.075917613950636e-05,0.004556223890405997,0.0,0.0,0.0,0.0
2006-03-16,0.0020651223906205107,0.002062992956567048,4.264730488242173e-06,0.0020651223906205107,-0.008389072553559473,-0.008424458867258674,7.037653830888486e-05,0.008389072553559473,0.009057570363993017,0.009016796596113737,8.20395808986846e-05,0.009057570363993017,0.003991313950767461,0.0039833697886547965,1.593058705359096e-05,0.003991313950767461,0.0,0.0,0.0,0.0
2006-03-17,0.0008348951225538581,0.0008345467914874818,6.970498656642217e-07,0.0008348951225538581,0.002636650149807185,0.0026331802856745597,6.95192401247825e-06,0.002636650149807185,-0.0030293108607143404,-0.0030339085103474987,9.176724290841858e-06,0.0030293108607143404,-0.003975446694913676,-0.003983369788654952,1.5804176424100067e-05,0.003975446694913676,0.0,0.0,0.0,0.0
2006-03-20,-0.001607480303219222,-0.0016087736859258222,2.583992925237762e-06,0.001607480303219222,0.0024122608378063237,0.0024093560071664507,5.819002349614067e-06,0.0024122608378063237,0.0015755053434818311,0.0015742655369818447,2.482217087339803e-06,0.0015755053434818311,0.0009070979323191342,0.0009066867676153741,8.228266588176485e-07,0.0009070979323191342,0.0,0.0,0.0,0.0
2006-03-21,-0.006287608820490176,-0.006307459083701251,3.953402467950586e-05,0.006287608820490176,-0.010589609079054707,-0.010646077998937487,0.00011213982044719788,0.010589609079054707,-0.0051697417871759965,-0.005183151137466547,2.6726230146073668e-05,0.0051697417871759965,-0.006162703447070372,-0.006181771283939387,3.797891377653305e-05,0.006162703447070372,0.0,0.0,0.0,0.0
2006-03-22,0.006095879051856823,0.006077374344709202,3.715974141486684e-05,0.006095879051856823,0.002433189371981559,0.0024302339598024562,5.920410519924013e-06,0.002433189371981559,0.0021463675115496184,0.00214406735553437,4.606893494635701e-06,0.0021463675115496184,-0.0014590886081162768,-0.0014601541144710205,2.128939566334694e-06,0.0014590886081162768,0.0,0.0,0.0,0.0
2006-03-23,-0.00207083113351203,-0.0020729782690526435,4.288341583522719e-06,0.00207083113351203,-0.0029125016683104743,-0.002916751254584946,8.482665967911297e-06,0.0029125016683104743,-0.00315628472783136,-0.003161276300456482,9.962133283141482e-06,0.00315628472783136,-0.0009132280741652732,-0.0009136453209700005,8.339855154436137e-07,0.0009132280741652732,0.0,0.0,0.0,0.0
2006-03-24,0.000768742478329365,0.0007684471471764139,5.909649979879743e-07,0.000768742478329365,0.005111358515325515,0.005098339865535898,2.612598587219065e-05,0.005111358515325515,0.0073497083451024015,0.007322830852864374,5.401821275806788e-05,0.0073497083451024015,0.01846432006299903,0.01829592422327758,0.0003409311153888685,0.01846432006299903,0.0,0.0,0.0,0.0
2006-03-27,-0.0014594717395632895,-0.001460537805831228,2.130057758583894e-06,0.0014594717395632895,0.0002415940407236583,0.0002415648615829781,5.836768051318467e-08,0.0002415940407236583,-0.003703649045008306,-0.003710524534649583,1.3717016248590937e-05,0.003703649045008306,0.012206072811896895,0.012132179396417623,0.00014898821348932858,0.012206072811896895,0.0,0.0,0.0,0.0
2006-03-28,-0.006152835766319864,-0.006171842463801924,3.785738796730495e-05,0.006152835766319864,-0.004115400672041747,-0.004123892238861449,1.693652269144166e-05,0.004115400672041747,-0.009351074866622233,-0.00939507065393733,8.744260116117402e-05,0.009351074866622233,-0.005852066322561411,-0.005869256761886151,3.424668024365744e-05,0.005852066322561411,0.0,0.0,0.0,0.0
2006-03-29,0.00626869094786664,0.006249124433148338,3.929648619986515e-05,0.00626869094786664,0.018960284138939576,0.018782778151235528,0.00035949237462932365,0.018960284138939576,-0.004777044543837983,-0.004788491089445911,2.282015457381224e-05,0.004777044543837983,0.01801638060634092,0.017856008967773458,0.0003245899701525372,0.01801638060634092,0.0,0.0,0.0,0.0
2006-03-30,-0.001769246147774628,-0.001770813112243658,3.130231931415361e-06,0.001769246147774628,0.0031010870897587584,0.0030962886369103374,9.616741138268445e-06,0.0031010870897587584,-0.006970861485224522,-0.006995271445257828,4.859290984618663e-05,0.006970861485224522,0.02680916046045856,0.026456091342854607,0.0007187310845946145,0.02680916046045856,0.0,0.0,0.0,0.0
2006-03-31,0.00023122473483971895,0.00023119800652080435,5.346487800169834e-08,0.00023122473483971895,-0.002854002717046056,-0.0028580831483578286,8.14533150890627e-06,0.002854002717046056,-0.00034455753320883353,-0.00034461690679448147,1.1871989369095642e-07,0.00034455753320883353,-0.008532423430365976,-0.008569032949188241,7.28022495950583e-05,0.008532423430365976,0.0,0.0,0.0,0.0
2006-04-03,-0.0007703152206257613,-0.0007706120658480435,5.933855391277153e-07,0.0007703152206257613,0.0011924826743978656,0.001191772231671168,1.4220149287390858e-06,0.0011924826743978656,0.00032352076214769987,0.00032346844059036545,1.0466568354062859e-07,0.00032352076214769987,0.006368377905325406,0.006348185470116209,4.055623714503681e-05,0.006368377905325406,0.0,0.0,0.0,0.0
2006-04-04,0.006398110168083226,0.006377729148368168,4.0935813722929973e-05,0.006398110168083226,0.005478567790057953,0.005463615025836886,3.0014705030260485e-05,0.005478567790057953,-0.0010402146098827947,-0.001040756008579888,1.0820464346136147e-06,0.0010402146098827947,-0.002394379796914814,-0.00239725090815688,5.7330546118738254e-06,0.002394379796914814,0.0,0.0,0.0,0.0
2006-04-05,0.0034466548325471358,0.0034407287306943025,1.1879429534720525e-05,0.0034466548325471358,0.009476686500854203,0.009432064398935281,8.980758703547229e-05,0.009476686500854203,0.001387643935737426,0.0013866820476272114,1.9255556923888534e-06,0.001387643935737426,0.005657431956083592,0.005641488791230979,3.2006536337715815e-05,0.005657431956083592,0.0,0.0,0.0,0.0
2006-04-06,-0.0010689980595003368,-0.0010695698454543162,1.1427568512154856e-06,0.0010689980595003368,0.002816599486530569,0.0028126403027444844,7.933232667524263e-06,0.002816599486530569,-0.0076206719196995065,-0.007649857610886629,5.8074640507696564e-05,0.0076206719196995065,0.010569364703333362,0.010513899447594038,0.00011171147023206912,0.010569364703333362,0.0,0.0,0.0,0.0
2006-04-07,-0.010162670891874392,-0.010214663386727345,0.00010327987965655106,0.010162670891874392,-0.009595281595499716,-0.009641612922907225,9.206942889693557e-05,0.009595281595499716,-0.009774114847112547,-0.009822195058493344,9.553332104454594e-05,0.009774114847112547,-0.011639653186868326,-0.011707924234642812,0.000135481526310574,0.011639653186868326,0.0,0.0,0.0,0.0
2006-04-10,0.0015438234503630799,0.001542632980033308,2.383390845890965e-06,0.0015438234503630799,-0.0014176861703389942,-0.0014186920381601099,2.0098340775704437e-06,0.0014176861703389942,0.0018796266801544004,0.0018778623923816622,3.5329964567482525e-06,0.0018796266801544004,0.017238407900713737,0.01709151230827786,0.0002971627069513898,0.017238407900713737,0.0,0.0,0.0,0.0
2006-04-11,-0.008478239081155858,-0.008514383790769436,7.188053791723854e-05,0.008478239081155858,-0.00804545318173544,-0.008077992486673258,6.472931689949692e-05,0.00804545318173544,0.003518451969404479,0.0035122766979655204,1.2379504261006257e-05,0.003518451969404479,-0.009899331672702405,-0.00994865584400034,9.799676756616899e-05,0.009899331672702405,0.0026462851228929996,0.002642789875340348,7.002824951644818e-06,0.0026462851228929996
2006-04-12,0.001865703902544702,0.001863965638739947,3.4808510519705308e-06,0.001865703902544702,0.00023823386173282834,0.00023820548855260236,5.675537287613637e-08,0.00023823386173282834,-0.006076624710107281,-0.006095162530444837,3.69253678674864e-05,0.006076624710107281,0.00711747154023068,0.0070922618883069175,5.065840112599368e-05,0.00711747154023068,-0.005278601561005569,-0.005292582600152373,2.786363443985043e-05,0.005278601561005569
2006-04-13,-0.0013187679797844742,-0.001319638319545016,1.7391489845048234e-06,0.0013187679797844742,0.004054015206283346,0.004045819828627333,1.6435039292776597e-05,0.004054015206283346,-0.007057060149118111,-0.007082078973809442,4.980209794827093e-05,0.007057060149118111,0.0011778511604370046,0.0011771580379689472,1.3873333561427982e-06,0.0011778511604370046,0.014445804979889676,0.014342458432847852,0.00020868128151700535,0.014445804979889676
2006-04-17,-0.00038880997664736405,-0.0003888855828445986,1.5117319794052379e-07,0.00038880997664736405,-0.010451158962343055,-0.010506155847230997,0.00010922672365616356,0.010451158962343055,0.0036722602431851215,0.003665533957622871,1.3485495293678047e-05,0.0036722602431851215,0.026722691640132634,0.026371876607847133,0.0007141022484936146,0.026722691640132634,0.014094757701315075,0.013996350212448293,0.0001986621946587806,0.014094757701315075
2006-04-18,0.015855889270089518,0.015731497826269005,0.0002514092245453399,0.015855889270089518,0.019203490386360045,0.01902143046329659,0.0003687740430190227,0.019203490386360045,0.0017696412892280744,0.0017680773189209156,3.1316302925408013e-06,0.0017696412892280744,0.012440633812979218,0.012363885008428081,0.00015476936966864183,0.012440633812979218,0.013755539072633383,0.013661790375969816,0.00018921485517874365,0.013755539072633383
2006-04-19,0.0019129266151494129,0.0019110993010060756,3.6592882349469898e-06,0.0019129266151494129,0.00447434467226504,0.004464364550737416,2.001976024622655e-05,0.00447434467226504,-0.00612462962846172,-0.006143462106514644,3.7511088085831144e-05,0.00612462962846172,0.030719508047747146,0.030257109870676136,0.0009436881746956017,0.030719508047747146,0.015547681613018893,0.015428054764680253,0.00024173040353980577,0.015547681613018893
